timestamp,vehicle_session_id,pid,name,value,unit
2026-05-07T06:51:11.727966+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,825.88,rpm
2026-05-07T06:51:11.727966+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,87.7,degC
2026-05-07T06:51:11.727966+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,74.28,%
2026-05-07T06:51:11.727966+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,48.05,%
2026-05-07T06:51:12.729461+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,65.15,km/h
2026-05-07T06:51:12.729461+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,3040.51,rpm
2026-05-07T06:51:12.729461+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,86.9,degC
2026-05-07T06:51:12.729461+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,57.18,%
2026-05-07T06:51:12.729461+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,76.3,%
2026-05-07T06:51:13.730097+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,37.72,km/h
2026-05-07T06:51:13.730097+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,2973.25,rpm
2026-05-07T06:51:13.730097+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,82.46,degC
2026-05-07T06:51:13.730097+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,18.29,%
2026-05-07T06:51:13.730097+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,80.11,%
2026-05-07T06:51:14.730790+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,78.86,km/h
2026-05-07T06:51:14.730790+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,1806.43,rpm
2026-05-07T06:51:14.730790+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,82.81,degC
2026-05-07T06:51:14.730790+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,24.44,%
2026-05-07T06:51:14.730790+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,64.56,%
2026-05-07T06:51:15.730511+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,9.16,km/h
2026-05-07T06:51:15.730511+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,1749.04,rpm
2026-05-07T06:51:15.730511+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,93.77,degC
2026-05-07T06:51:15.730511+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,79.74,%
2026-05-07T06:51:15.730511+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,24.17,%
2026-05-07T06:51:16.731213+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,95.42,km/h
2026-05-07T06:51:16.731213+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,931.14,rpm
2026-05-07T06:51:16.731213+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,95.91,degC
2026-05-07T06:51:16.731213+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,35.01,%
2026-05-07T06:51:16.731213+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,79.69,%
2026-05-07T06:51:17.732024+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,48.57,km/h
2026-05-07T06:51:17.732024+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,3250.91,rpm
2026-05-07T06:51:17.732024+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,86.75,degC
2026-05-07T06:51:17.732024+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,18.35,%
2026-05-07T06:51:17.732024+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,59.66,%
2026-05-07T06:51:18.732698+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,28.18,km/h
2026-05-07T06:51:18.732698+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,3255.66,rpm
2026-05-07T06:51:18.732698+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,75.53,degC
2026-05-07T06:51:18.732698+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,16.01,%
2026-05-07T06:51:18.732698+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,82.83,%
2026-05-07T06:51:19.733174+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,49.88,km/h
2026-05-07T06:51:19.733174+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,844.19,rpm
2026-05-07T06:51:19.733174+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,86.85,degC
2026-05-07T06:51:19.733174+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,4.62,%
2026-05-07T06:51:19.733174+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,80.29,%
2026-05-07T06:51:20.733691+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,84.07,km/h
2026-05-07T06:51:20.733691+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,3949.95,rpm
2026-05-07T06:51:20.733691+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,100.1,degC
2026-05-07T06:51:20.733691+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,28.91,%
2026-05-07T06:51:20.733691+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,28.42,%
2026-05-07T06:51:21.734356+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,35.13,km/h
2026-05-07T06:51:21.734356+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,1474.26,rpm
2026-05-07T06:51:21.734356+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,92.24,degC
2026-05-07T06:51:21.734356+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,10.5,%
2026-05-07T06:51:21.734356+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,87.02,%
2026-05-07T06:51:22.734602+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,12.93,km/h
2026-05-07T06:51:22.734602+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,2853.11,rpm
2026-05-07T06:51:22.734602+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,89.57,degC
2026-05-07T06:51:22.734602+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,49.54,%
2026-05-07T06:51:22.734602+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,40.73,%
2026-05-07T06:51:23.735408+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,7.78,km/h
2026-05-07T06:51:23.735408+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,2625.52,rpm
2026-05-07T06:51:23.735408+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,80.12,degC
2026-05-07T06:51:23.735408+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,48.32,%
2026-05-07T06:51:23.735408+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,47.69,%
2026-05-07T06:51:24.735894+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,5.25,km/h
2026-05-07T06:51:24.735894+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,1245.1,rpm
2026-05-07T06:51:24.735894+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,86.79,degC
2026-05-07T06:51:24.735894+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,26.59,%
2026-05-07T06:51:24.735894+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,34.9,%
2026-05-07T06:51:25.737146+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,14.05,km/h
2026-05-07T06:51:25.737146+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,3592.05,rpm
2026-05-07T06:51:25.737146+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,71.45,degC
2026-05-07T06:51:25.737146+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,61.76,%
2026-05-07T06:51:25.737146+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,60.6,%
2026-05-07T06:51:26.737893+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,84.47,km/h
2026-05-07T06:51:26.737893+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,2952.55,rpm
2026-05-07T06:51:26.737893+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,77.69,degC
2026-05-07T06:51:26.737893+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,50.61,%
2026-05-07T06:51:26.737893+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,53.98,%
2026-05-07T06:51:27.738549+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,74.18,km/h
2026-05-07T06:51:27.738549+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,1889.34,rpm
2026-05-07T06:51:27.738549+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,101.09,degC
2026-05-07T06:51:27.738549+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,5.33,%
2026-05-07T06:51:27.738549+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,76.57,%
2026-05-07T06:51:28.739270+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,85.46,km/h
2026-05-07T06:51:28.739270+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,1116.33,rpm
2026-05-07T06:51:28.739270+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,79.4,degC
2026-05-07T06:51:28.739270+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,63.58,%
2026-05-07T06:51:28.739270+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,48.78,%
2026-05-07T06:51:29.738645+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,70.52,km/h
2026-05-07T06:51:29.738645+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,2882.37,rpm
2026-05-07T06:51:29.738645+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,83.78,degC
2026-05-07T06:51:29.738645+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,73.05,%
2026-05-07T06:51:29.738645+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,64.71,%
2026-05-07T06:51:30.740239+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,88.89,km/h
2026-05-07T06:51:30.740239+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,3635.63,rpm
2026-05-07T06:51:30.740239+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,98.21,degC
2026-05-07T06:51:30.740239+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,0.84,%
2026-05-07T06:51:30.740239+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,64.76,%
2026-05-07T06:51:31.740713+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,30.37,km/h
2026-05-07T06:51:31.740713+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,2097.14,rpm
2026-05-07T06:51:31.740713+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,101.96,degC
2026-05-07T06:51:31.740713+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,42.25,%
2026-05-07T06:51:31.740713+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,73.47,%
2026-05-07T06:51:32.741106+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,68.25,km/h
2026-05-07T06:51:32.741106+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,1327.55,rpm
2026-05-07T06:51:32.741106+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,92.29,degC
2026-05-07T06:51:32.741106+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,19.3,%
2026-05-07T06:51:32.741106+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,21.87,%
2026-05-07T06:51:33.741795+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,30.04,km/h
2026-05-07T06:51:33.741795+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,1074.52,rpm
2026-05-07T06:51:33.741795+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,90.46,degC
2026-05-07T06:51:33.741795+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,23.37,%
2026-05-07T06:51:33.741795+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,54.45,%
2026-05-07T06:51:34.741482+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,51.77,km/h
2026-05-07T06:51:34.741482+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,3785.81,rpm
2026-05-07T06:51:34.741482+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,94.01,degC
2026-05-07T06:51:34.741482+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,7.25,%
2026-05-07T06:51:34.741482+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,88.06,%
2026-05-07T06:51:35.742338+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,115.69,km/h
2026-05-07T06:51:35.742338+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,1788.26,rpm
2026-05-07T06:51:35.742338+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,99.36,degC
2026-05-07T06:51:35.742338+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,2.67,%
2026-05-07T06:51:35.742338+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,61.65,%
2026-05-07T06:51:36.743102+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,71.15,km/h
2026-05-07T06:51:36.743102+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,3178.51,rpm
2026-05-07T06:51:36.743102+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,82.68,degC
2026-05-07T06:51:36.743102+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,34.53,%
2026-05-07T06:51:36.743102+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,64.66,%
2026-05-07T06:51:37.743524+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,81.28,km/h
2026-05-07T06:51:37.743524+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,2124.35,rpm
2026-05-07T06:51:37.743524+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,98.3,degC
2026-05-07T06:51:37.743524+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,36.96,%
2026-05-07T06:51:37.743524+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,49.92,%
2026-05-07T06:51:38.743958+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,81.4,km/h
2026-05-07T06:51:38.743958+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,1380.13,rpm
2026-05-07T06:51:38.743958+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,70.69,degC
2026-05-07T06:51:38.743958+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,33.37,%
2026-05-07T06:51:38.743958+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,31.86,%
2026-05-07T06:51:39.744566+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,94.06,km/h
2026-05-07T06:51:39.744566+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,1225.64,rpm
2026-05-07T06:51:39.744566+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,71.53,degC
2026-05-07T06:51:39.744566+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,24.05,%
2026-05-07T06:51:39.744566+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,29.01,%
2026-05-07T06:51:40.745230+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,63.59,km/h
2026-05-07T06:51:40.745230+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,1176.66,rpm
2026-05-07T06:51:40.745230+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,73.81,degC
2026-05-07T06:51:40.745230+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,35.72,%
2026-05-07T06:51:40.745230+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,68.41,%
2026-05-07T06:51:41.746061+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,101.54,km/h
2026-05-07T06:51:41.746061+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,3114.1,rpm
2026-05-07T06:51:41.746061+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,102.58,degC
2026-05-07T06:51:41.746061+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,65.97,%
2026-05-07T06:51:41.746061+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,23.34,%
2026-05-07T06:51:42.747252+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,117.01,km/h
2026-05-07T06:51:42.747252+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,RPM,engine_rpm,3951.6,rpm
2026-05-07T06:51:42.747252+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,COOLANT_TEMP,coolant_temp,102.85,degC
2026-05-07T06:51:42.747252+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,THROTTLE_POS,throttle_pos,48.8,%
2026-05-07T06:51:42.747252+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,ENGINE_LOAD,engine_load,77.31,%
2026-05-07T06:51:43.747721+00:00,87eac78b-bf50-46fb-aa60-bbcc79ba82c8,SPEED,vehicle_speed,32.78,km/h
